,first,second,first_index,second_index,C1,N1,E1,C2,N2,E2,dist
640,"At times others can never be ""good"" enough to meet those high standards.",Debate and argument appeal to you.,7,60,0.03713108212181209,0.8764900058405166,0.0863788625503871,0.01738608817392653,0.978602203198332,0.0040117068692985544,0.4979586555674637
641,"At times others can never be ""good"" enough to meet those high standards.",There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,7,61,0.007389731909319331,0.959708873246958,0.032901233528980264,0.007534658514156841,0.9810726429327696,0.011392678414659223,0.49426041486306455
642,"At times others can never be ""good"" enough to meet those high standards.","This is the jack-of-all-trades, master-of-none position.",7,62,0.8991468253750604,0.0941798687171015,0.006673182898901565,0.004224785192743582,0.9724278983315026,0.023347395115477714,0.48827677525787055
643,"At times others can never be ""good"" enough to meet those high standards.","There is danger, then, of superficiality.",7,63,0.001129939570085543,0.9935066244167025,0.0053636206611492035,0.010526255713051307,0.9686684006727184,0.0208052530794816,0.49731515645421437
644,"At times others can never be ""good"" enough to meet those high standards.","Control of thought, word, and action is necessary in order to be successful.",7,64,0.004921475005490322,0.8954178382023523,0.09966054169186647,0.0016032883994500718,0.996833104449728,0.0015634158768584954,0.4992170365956669
645,"At times others can never be ""good"" enough to meet those high standards.","Find your focus, stay with it and develop perseverance.",7,65,0.043567582533507086,0.9480870426737648,0.008345333956983204,0.004283212169802311,0.9926197038774138,0.003096992738013379,0.49844484241926423
646,"At times others can never be ""good"" enough to meet those high standards.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",7,66,0.002374075721593439,0.7874161319334293,0.2102097687003072,0.013710233282122621,0.9840613581350208,0.002228479475210234,0.49887027150122026
647,"At times others can never be ""good"" enough to meet those high standards.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",7,67,0.010385183177942629,0.909373558885286,0.08024117999910169,0.007216129582667681,0.9879020307603628,0.004881704405718718,0.49754140593122126
648,"At times others can never be ""good"" enough to meet those high standards.",You grasp concepts easily.,7,68,0.3831478573148085,0.5526561248137486,0.06419611048320781,0.02290877298450773,0.9713747340759054,0.005716570179339315,0.4970747001050753
649,"At times others can never be ""good"" enough to meet those high standards.",You may become impatient with those who do n't learn as quickly.,7,69,0.0005115343021556055,0.996787474095918,0.002701190978719067,0.003162412366537996,0.8455796131687109,0.15125801433956282,0.4986487135506848
650,"At times others can never be ""good"" enough to meet those high standards.","If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate.",7,70,0.04110842672912094,0.8638661942427021,0.09502549654013358,0.0027819808855180715,0.9951039400979272,0.002114222581943086,0.4989399397939858
651,"At times others can never be ""good"" enough to meet those high standards.","If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate.",7,71,0.12497469967481885,0.8442190897096217,0.03080612508663198,0.003511531960083144,0.9941316851762302,0.0023567184045920017,0.498817488293831
652,"At times others can never be ""good"" enough to meet those high standards.",You are oriented towards the sensual side of life in everything you do.,7,72,0.15161556539771068,0.7809060847064481,0.06747832531001935,0.0012867380664594052,0.997665273972896,0.0010480518692224843,0.4994752989461021
653,"At times others can never be ""good"" enough to meet those high standards.",it may show through too much weight.,7,73,0.0010915578076789614,0.9978179930241272,0.0010903415676993893,0.014914847543859256,0.9730821527259316,0.012003032199959877,0.4994542334216558
654,"At times others can never be ""good"" enough to meet those high standards.",You are tremendously responsive to beauty.,7,74,0.12527298819252414,0.7435298939709454,0.1311971638204507,0.0011813961645695827,0.9965199131245948,0.002298610611856134,0.4988493352109364
655,"At times others can never be ""good"" enough to meet those high standards.",You are tremendously responsive to physical appearances.,7,75,0.021243787714578896,0.8036152054004638,0.1751409197484142,0.0016803688265280092,0.9947827537270728,0.0035366541103909704,0.49822869610536175
656,"At times others can never be ""good"" enough to meet those high standards.",the physical attractiveness of your partner is very important to you.,7,76,0.013669571308786335,0.8505442636486308,0.13578624664051267,0.0015895353690889413,0.997059861246693,0.001350798366469222,0.4993235256687901
657,"At times others can never be ""good"" enough to meet those high standards.",You enjoy indulging yourself.,7,77,0.3389526035944707,0.6029625057023258,0.058084929534009434,0.01761691767670016,0.969790073825768,0.012593029220896652,0.4935905711418275
658,"At times others can never be ""good"" enough to meet those high standards.",You enjoy indulging the ones you love.,7,78,0.2903791675556635,0.6919757583668401,0.0176450226117317,0.009450633092195043,0.98854006331652,0.0020092603814524123,0.4989857847896199
659,"At times others can never be ""good"" enough to meet those high standards.",it is too easy for you to be extravagant.,7,79,0.41187198198917374,0.5720737196992011,0.01605429735866216,0.009086011126136826,0.9701360346129996,0.020777825508606625,0.48951582657948856
660,"At times others can never be ""good"" enough to meet those high standards.",it is too easy for you to put too much value in material things.,7,80,0.004689588007106755,0.9903170836375343,0.004993283166607122,0.001682610650016149,0.9937198306843846,0.004597510602194989,0.4976973701587363
661,"At times others can never be ""good"" enough to meet those high standards.",Comfort is important to you.,7,81,0.05292315628124263,0.7219373839106691,0.22513946530400405,0.01397381858402043,0.9688674987756988,0.017158782256397755,0.49129902387670776
662,"At times others can never be ""good"" enough to meet those high standards.",you hate getting your hands dirty.,7,82,0.3207156941471851,0.6519488237785986,0.02733562309005856,0.009747825167048649,0.9592133934799502,0.031038799759134532,0.48432783084397546
663,"At times others can never be ""good"" enough to meet those high standards.","At times you can be lazy, hoping or expecting someone else to do the dirty work.",7,83,0.16002606656574975,0.798685276033472,0.04128868899137487,0.07225884523698221,0.9228884336958864,0.004852596539771307,0.4973847246259343
664,"At times others can never be ""good"" enough to meet those high standards.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",7,84,0.0026862398607310906,0.9923234510531646,0.004990141258007884,0.002753759347949177,0.9949336082673974,0.0023127845772048807,0.49884041466893264
665,"At times others can never be ""good"" enough to meet those high standards.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",7,85,0.013219614314424234,0.9174096381362976,0.0693707548717205,0.007932332069610637,0.9838589031890356,0.008208667908702774,0.4958628483846016
666,"At times others can never be ""good"" enough to meet those high standards.",You aim to please in practical ways.,7,86,0.017659272930522843,0.8451831552218775,0.13715755792311313,0.00381189546753054,0.9939003810924152,0.002287694617534497,0.4988517757473135
667,"At times others can never be ""good"" enough to meet those high standards.",You aim to please in earthy ways.,7,87,0.22521771375498345,0.7206755333651493,0.05410680833861328,0.0018821329130661519,0.9962443481526296,0.0018734109208799852,0.49906152810935905
668,Finding fault with what's wrong with things is your forte.,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",8,9,0.0013249646802446675,0.9975901124321724,0.0010849866343617142,0.007440779053544446,0.6512235711862987,0.3413357417364176,0.49945678697938106
669,Finding fault with what's wrong with things is your forte.,Pessimism and being too self-critical are two faults you should try to improve upon.,8,10,0.2003257002603966,0.7559255881893026,0.04374863475418991,0.934550459573156,0.0456622120102082,0.01978733798990277,0.934550459573156
670,Finding fault with what's wrong with things is your forte.,"You may tend to worry too much, especially about the small stuff, the little details.",8,11,0.0014784644119043794,0.8464475512401841,0.1520740531768934,0.009693806147854742,0.6989971320307097,0.2913091210106085,0.4238503941706539
671,Finding fault with what's wrong with things is your forte.,Too much worry can lead to health problems.,8,12,0.005590126999561888,0.9922562622372896,0.0021535443511023307,0.7437042607770344,0.24338511465485035,0.012910697852616169,0.49891717462115004
672,Finding fault with what's wrong with things is your forte.,You need to learn to digest every experience.,8,13,0.3854683752795561,0.5513199151286686,0.06321170718597922,0.6795034616395389,0.3040669014690351,0.0164296310317598,0.6795034616395389
673,Finding fault with what's wrong with things is your forte.,"You need to learn to assimilate it without bitterness, regret, spite or resentment.",8,14,0.6532549438607552,0.3414434254940513,0.0053016154150926685,0.9961369934680928,0.003143762890997909,0.0007192799866793863,0.9961369934680928
674,Finding fault with what's wrong with things is your forte.,You need to get rid of any negativity that stems from a feeling of inadequacy.,8,15,0.8663037858407769,0.1301226215516381,0.0035736947534335726,0.9911972203433016,0.007291317279190783,0.0015115439591455654,0.9911972203433016
675,Finding fault with what's wrong with things is your forte.,"You tend to look younger than you really are, no matter what your age.",8,16,0.02398053408720389,0.950717060761292,0.025302357395931237,0.0197357139500348,0.9297234443275324,0.05054073792078917,0.48703798463164627
676,Finding fault with what's wrong with things is your forte.,You are very restless.,8,17,0.03679803966551653,0.9156848453591878,0.047517030327008915,0.016175337421624424,0.8639935909782775,0.11983111349350062,0.4753338155134108
677,Finding fault with what's wrong with things is your forte.,You are very nervous.,8,18,0.2228988140308592,0.7556938521748077,0.021407286099823453,0.3240979220113757,0.6113792716861126,0.06452280933922591,0.48622619048831067
678,Finding fault with what's wrong with things is your forte.,you seldom have much weight on you.,8,19,0.091102366013215,0.8881586443025328,0.020739053505475287,0.07446527561561077,0.8842840900416183,0.04125078734660772,0.48859109581007204
679,Finding fault with what's wrong with things is your forte.,At times you can be very indecisive.,8,20,0.06459598365803945,0.932958472781026,0.00244559032771281,0.75851030279256,0.22100048401705533,0.020489257058783197,0.49869276261234896
680,Finding fault with what's wrong with things is your forte.,At times you can be very unsure.,8,21,0.025523536828380385,0.9699799207181768,0.004496503496808817,0.366216689773017,0.6156362716061463,0.018147101246082296,0.4976928618358155
681,Finding fault with what's wrong with things is your forte.,"If you have the Moon in Cancer, you very easily respond to the emotional environment in which you are placed.",8,22,0.020929722182750674,0.8683350345705597,0.11073520161789893,0.005047971657743726,0.8714522352651325,0.12349964818925845,0.43793687401219955
682,Finding fault with what's wrong with things is your forte.,You soak up feelings like a sponge.,8,23,0.12646501698974444,0.8447476085578309,0.028787366227655462,0.016548828703759514,0.9255560101164254,0.057895238171385074,0.47056527292421424
683,Finding fault with what's wrong with things is your forte.,"Perhaps this is why you so easily become moody, irritable and inconstant in thought and feeling.",8,24,0.0016369292437466779,0.997478332007112,0.0008849126065614703,0.042384801226018363,0.9047650219270308,0.05285018705431258,0.49955681831671206
684,Finding fault with what's wrong with things is your forte.,"Learning to control your own moods may be very difficult, yet necessary, for you.",8,25,0.006719277027531242,0.98914195364605,0.004138827124794177,0.7019348133796979,0.28895094345832345,0.009114390215565985,0.49791658753248896
685,Finding fault with what's wrong with things is your forte.,Your greatest need is to nurture and mother someone or ones.,8,26,0.9415275092297166,0.05173415795837713,0.006738239379647361,0.9650626313072274,0.030829475555442708,0.004107742670500919,0.9650626313072274
686,Finding fault with what's wrong with things is your forte.,You often appear irrational to others because you can't always explain the reason or source of your feelings.,8,27,0.09550070905849027,0.9029496809862744,0.001549597682993966,0.972988892847806,0.020443038361063343,0.006568086595439881,0.972988892847806
687,Finding fault with what's wrong with things is your forte.,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,8,28,0.002940654744626448,0.9956929720078291,0.0013663842610201473,0.14506334232598933,0.8038889480358316,0.051047755310502,0.4993147929195844
688,Finding fault with what's wrong with things is your forte.,You are also very sympathetic and understand the unspoken feelings and needs of others.,8,29,0.006530047406643754,0.9928312995545928,0.0006385665761074749,0.7975007819687634,0.18773085897492428,0.014768290899669112,0.49967861804475533
689,Finding fault with what's wrong with things is your forte.,You take slights very personally.,8,30,0.03411852095771429,0.9351611699177824,0.030720142767692638,0.028346817060585262,0.5815800752713045,0.3900731116898564,0.4840973511112456
690,Finding fault with what's wrong with things is your forte.,"though you may forgive a mistake by a friend or loved one , you never forget it.",8,31,0.01341479501300768,0.9855081398971399,0.001077080798155797,0.051680161552978617,0.5189042511017595,0.4294155765117881,0.49945413696882834
691,Finding fault with what's wrong with things is your forte.,Security is very important to you.,8,32,0.6467739985155373,0.33540192036860106,0.017824129863877894,0.6803232213306281,0.300128984687502,0.019547750979017783,0.6803232213306281
692,Finding fault with what's wrong with things is your forte.,you look for it in home.,8,33,0.053854158807593734,0.9302649038185308,0.01588102026045635,0.018274018353024557,0.9393342274398618,0.04239179468717888,0.47840955942303975
693,Finding fault with what's wrong with things is your forte.,you look for it in family.,8,34,0.1425576704115559,0.8530645590380459,0.0043778892227111154,0.44285559286531706,0.5008683574297444,0.05627602344949044,0.497447123575704
694,Finding fault with what's wrong with things is your forte.,you look for it in life.,8,35,0.0032575902632765033,0.3576804985146043,0.6390617814655848,0.00720093330423427,0.9572312924964604,0.035567846135997165,0.4820870885398881
695,Finding fault with what's wrong with things is your forte.,Your senses and emotions are quite strong.,8,36,0.007085133082524788,0.8712785565168698,0.12163637040481275,0.006578025386990044,0.970528858898528,0.02289314096611456,0.48847763540105116
696,Finding fault with what's wrong with things is your forte.,it would be wise for you to listen to your intuitive side as you can be quite psychic.,8,37,0.004509330611052101,0.991264573783957,0.0042259961015196496,0.016444797317833368,0.9601714145871472,0.02338378351234914,0.49787743036982973
697,Finding fault with what's wrong with things is your forte.,You are very tenacious.,8,38,0.0017481213181892875,0.432727654289674,0.5655242629677114,0.0019843287662689602,0.8831799266363841,0.1148357399883544,0.44246796727313625
698,Finding fault with what's wrong with things is your forte.,you do not give up or let go of things or people easily.,8,39,0.0023062804754109103,0.8535029694325895,0.14419086950341975,0.0051512858743490795,0.9243550225308348,0.0704937002236508,0.46457064344995513
699,Finding fault with what's wrong with things is your forte.,Your mother is/was a strong influence for good or ill in your life.,8,40,0.02142872808501808,0.9162321094287608,0.062339095646868875,0.1100423631501289,0.882107741648847,0.007849800583557942,0.46814790005901974
700,Finding fault with what's wrong with things is your forte.,You are basically an introvert.,8,41,0.04211109681559287,0.9495327754951638,0.008356081178269067,0.03485607615481838,0.9556485155068476,0.009495352050236284,0.4950808618438045
701,Finding fault with what's wrong with things is your forte.,You will do whatever it takes to protect and defend your family or loved ones.,8,42,0.3519064298012002,0.6416055229975691,0.00648814034319771,0.6400570367978159,0.338415262533876,0.021527687442940386,0.49499444238526197
702,Finding fault with what's wrong with things is your forte.,You tend to be a pack-rat because everything has an emotional memory behind it.,8,43,0.4872515743480586,0.507336090092636,0.005412249536526199,0.1701081581449516,0.7116190281883368,0.11827284296965004,0.4287420162312119
703,Finding fault with what's wrong with things is your forte.,you find security in all those memories.,8,44,0.8303790201710816,0.16770859679646385,0.0019124924965393184,0.994450290378938,0.004631093184155189,0.0009186045798364351,0.994450290378938
704,Finding fault with what's wrong with things is your forte.,Nothing or no one is ever gone if they leave their memory behind.,8,45,0.9396014434356792,0.05498842228280194,0.005410169842276106,0.3941126768536668,0.5263633902877763,0.07952389391477598,0.9396014434356792
705,Finding fault with what's wrong with things is your forte.,"Thus, you can become quite possessive.",8,46,0.0005751995722694834,0.996942911049134,0.002482018904052936,0.07071030489902831,0.8319934134975456,0.09729626485048984,0.49875827646996496
706,Finding fault with what's wrong with things is your forte.,"You have the memory of an elephant, but you must learn to forgive and forget past hurts.",8,47,0.18964602185367307,0.8074390622023686,0.0029147931316908827,0.5130402300384737,0.3866505382220593,0.10030932164497916,0.49820153065694417
707,Finding fault with what's wrong with things is your forte.,"If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind.",8,48,0.08016387068035861,0.7159362569371831,0.20389995967320246,0.019458561119573173,0.9687829579237835,0.01175846359680143,0.4940040964416542
708,Finding fault with what's wrong with things is your forte.,"You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet.",8,49,0.08346327134572623,0.8364764440377559,0.08006030935252442,0.32010498026824075,0.661910719099141,0.017984247404153768,0.4563245505123606
709,Finding fault with what's wrong with things is your forte.,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.,8,50,0.0018165697287139625,0.9973622838833404,0.0008212124610564515,0.2274584364833197,0.7542395580635931,0.01830212429970059,0.4995886465444159
710,Finding fault with what's wrong with things is your forte.,Exercise is a good way to release this tension.,8,51,0.0063750571416683775,0.9928204109806262,0.0008044176486666477,0.8914966311613826,0.09886529318965072,0.009637967613549202,0.499595210573705
711,Finding fault with what's wrong with things is your forte.,"You are clever, witty, and always have a joke or comeback ready for any situation.",8,52,0.02672185670863056,0.9473407212839929,0.025937319769607968,0.07712650281795523,0.8459184730243415,0.07695507476097713,0.48667527742559047
712,Finding fault with what's wrong with things is your forte.,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.,8,53,0.003067182510619495,0.9800722697655412,0.016860433645183838,0.0471603134595486,0.7430470750324948,0.20979255070938055,0.4915438456439935
713,Finding fault with what's wrong with things is your forte.,You are quick to grasp new concepts.,8,54,0.07756039759774243,0.9035895043866916,0.01885007072456841,0.5666061732058325,0.4202257768898437,0.013167962900447552,0.489782490239377
714,Finding fault with what's wrong with things is your forte.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.,8,55,0.003275615199425055,0.9960367745367292,0.0006876671837207412,0.18705002139694912,0.741900961856657,0.07104901146047753,0.4996550364599599
715,Finding fault with what's wrong with things is your forte.,You like to taste a little bit of everything.,8,56,0.2949240926987324,0.6587362384268204,0.04633967192442075,0.34540483650997794,0.6157188404005715,0.03887629022718842,0.46713852278591095
716,Finding fault with what's wrong with things is your forte.,concentration and disciplined study are not your strong points.,8,57,0.06949716382231894,0.8517553492513608,0.07874752453843778,0.40975237788782987,0.5813767666661906,0.008870905102836389,0.4576855017020469
717,Finding fault with what's wrong with things is your forte.,You are handy with your hands.,8,58,0.03265549292363305,0.8605611825883005,0.10678335053087726,0.08586778770416566,0.8801338724108126,0.033998237295486684,0.4814040897729706
718,Finding fault with what's wrong with things is your forte.,You may be ambidextrous or mechanically inclined.,8,59,0.016978854016409604,0.96759508501817,0.015426109210148815,0.053324352773079536,0.9338312694161076,0.012844417463544438,0.49215372501594
719,Finding fault with what's wrong with things is your forte.,Debate and argument appeal to you.,8,60,0.0022311674029195107,0.36007424382981823,0.6376947105012121,0.0014820119246611591,0.7006066090186337,0.2979114579282374,0.3508232010066931
720,Finding fault with what's wrong with things is your forte.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.,8,61,0.017113816035498854,0.8699241785848937,0.11296201807701395,0.3361647830944291,0.5692005434097862,0.09463471865176877,0.44253555576390374
721,Finding fault with what's wrong with things is your forte.,"This is the jack-of-all-trades, master-of-none position.",8,62,0.32095312804959136,0.6142673192024759,0.06477951439330205,0.031121169780115063,0.9159287371180512,0.052950089653495916,0.4726745552744022
722,Finding fault with what's wrong with things is your forte.,"There is danger, then, of superficiality.",8,63,0.0011842613680430082,0.9967081012700784,0.00210766373710886,0.7179441922974991,0.26608973420586285,0.015965977194728927,0.49894491866721097
723,Finding fault with what's wrong with things is your forte.,"Control of thought, word, and action is necessary in order to be successful.",8,64,0.025616866683368825,0.8222129622253769,0.1521701290469211,0.6273728241449814,0.3596630932617887,0.01296412164317157,0.4219146296718751
724,Finding fault with what's wrong with things is your forte.,"Find your focus, stay with it and develop perseverance.",8,65,0.079284524983969,0.8296502869258637,0.0910651881109539,0.7958181181836739,0.18645789801899765,0.017723943358329698,0.45054650943750435
725,Finding fault with what's wrong with things is your forte.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you.",8,66,0.011503361016402898,0.962619653949922,0.02587701618485087,0.08536547598974407,0.9062829704892796,0.008351524164748245,0.48691092394811875
726,Finding fault with what's wrong with things is your forte.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",8,67,0.004783860787472868,0.9274968465991612,0.06771914219202928,0.029457071424290944,0.92725827534091,0.043284537378889015,0.4659776656752258
727,Finding fault with what's wrong with things is your forte.,You grasp concepts easily.,8,68,0.011147818400691229,0.8580723375489456,0.13077977409230568,0.2346347683491228,0.7542835264900672,0.011081670255727741,0.4338729358249317
728,Finding fault with what's wrong with things is your forte.,You may become impatient with those who do n't learn as quickly.,8,69,0.0012816274330461502,0.9977233139737308,0.0009950113209574935,0.08192791900147213,0.7558542217833023,0.16221786640498154,0.4995018558808041
729,Finding fault with what's wrong with things is your forte.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate.",8,70,0.2970497210025081,0.6933910813484155,0.009559239579121227,0.9578086392792317,0.038206348728663415,0.003985110040704711,0.9578086392792317
730,Finding fault with what's wrong with things is your forte.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate.",8,71,0.1028151592279304,0.8803401695670683,0.016844643070418483,0.5829392762010284,0.40449738731040175,0.01256341228069833,0.49061250099580955
731,Finding fault with what's wrong with things is your forte.,You are oriented towards the sensual side of life in everything you do.,8,72,0.2448830147543097,0.7351990729806388,0.0199178467843364,0.6129798130482935,0.3698580266239043,0.017162210833834433,0.48681141538284184
732,Finding fault with what's wrong with things is your forte.,it may show through too much weight.,8,73,0.001176704486530091,0.9975777446199484,0.0012455672452401135,0.05672567813478605,0.9284760955376782,0.014798320607031398,0.4993764826919617
733,Finding fault with what's wrong with things is your forte.,You are tremendously responsive to beauty.,8,74,0.9529339671281818,0.0424894394392044,0.004576648266880171,0.9921126732244614,0.006573253142287942,0.001314099055308716,0.9921126732244614
734,Finding fault with what's wrong with things is your forte.,You are tremendously responsive to physical appearances.,8,75,0.007623223862811317,0.8514028852128909,0.1409738381128633,0.01583068143605205,0.7632934259263748,0.2208759058231185,0.42897161188927463
735,Finding fault with what's wrong with things is your forte.,the physical attractiveness of your partner is very important to you.,8,76,0.3969306468203972,0.5909869168809372,0.012082443907397298,0.9106629832284102,0.08234110664015018,0.00699593379169352,0.9106629832284102
736,Finding fault with what's wrong with things is your forte.,You enjoy indulging yourself.,8,77,0.0065511210767870785,0.8513724372174264,0.14207651177643582,0.6326171143375671,0.3297651570505004,0.037617771923689744,0.42849330007328157
737,Finding fault with what's wrong with things is your forte.,You enjoy indulging the ones you love.,8,78,0.8193786459203464,0.1773854556478143,0.0032359591329223013,0.8848154351849103,0.10763074182559283,0.007553782093974456,0.8848154351849103
738,Finding fault with what's wrong with things is your forte.,it is too easy for you to be extravagant.,8,79,0.05332613269508378,0.9404735036266412,0.0062002944691051005,0.3724526631443282,0.5880190315627579,0.03952830968112752,0.4967252212527815
739,Finding fault with what's wrong with things is your forte.,it is too easy for you to put too much value in material things.,8,80,0.045135363884005984,0.951455380296196,0.0034093084670705235,0.5756892136304795,0.407688075710638,0.0166226721332529,0.49821476880065263
740,Finding fault with what's wrong with things is your forte.,Comfort is important to you.,8,81,0.8857612361222638,0.10313279864631562,0.011106094061555015,0.9906727291303238,0.008058400804489331,0.001268908014593968,0.9906727291303238
741,Finding fault with what's wrong with things is your forte.,you hate getting your hands dirty.,8,82,0.921314775305114,0.07714951012629084,0.0015356885143999693,0.6521431486240841,0.3297394486128261,0.01811746226520803,0.921314775305114
742,Finding fault with what's wrong with things is your forte.,"At times you can be lazy, hoping or expecting someone else to do the dirty work.",8,83,0.052982405056188855,0.94503362779726,0.001984136696622044,0.9822705042442594,0.015093573622187913,0.002636106545416577,0.9822705042442594
743,Finding fault with what's wrong with things is your forte.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",8,84,0.04331724297523095,0.951730582636912,0.0049521860284509256,0.3442969793868983,0.6291324469599858,0.0265706566032535,0.497411793025519
744,Finding fault with what's wrong with things is your forte.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",8,85,0.107957981948339,0.87983406174454,0.012207980550180977,0.2887982862906579,0.6300625894370064,0.08113912509129073,0.4931572840901216
745,Finding fault with what's wrong with things is your forte.,You aim to please in practical ways.,8,86,0.025812655287367973,0.8491033760431961,0.1250840700933407,0.8438454000931374,0.14701860220543445,0.009135946145772927,0.4358008201658711
746,Finding fault with what's wrong with things is your forte.,You aim to please in earthy ways.,8,87,0.0876407020056937,0.8574270269098951,0.054932338982998895,0.8581214382467108,0.13148284038724095,0.01039566202828012,0.8581214382467108
747,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Pessimism and being too self-critical are two faults you should try to improve upon.,9,10,0.002941124523653119,0.8924689366700571,0.10459002251069092,0.0011712922911710588,0.9976314981495872,0.0011973043902160346,0.49940064584282534
748,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","You may tend to worry too much, especially about the small stuff, the little details.",9,11,0.0010131350229706123,0.4431405528394495,0.5558463645217271,0.0009012418883837393,0.9976667011455392,0.0014321325382321425,0.4992832878540395
749,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",Too much worry can lead to health problems.,9,12,0.035177631211129656,0.8771476768022474,0.08767453781847111,0.0016400841356996618,0.9974445625126984,0.0009155264919120727,0.49954148482997507
750,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You need to learn to digest every experience.,9,13,0.15684567348425532,0.8345499635980306,0.008604316726492867,0.0016502705980351727,0.9973950994015848,0.0009544655052157596,0.4995219783036091
751,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","You need to learn to assimilate it without bitterness, regret, spite or resentment.",9,14,0.2334104540302281,0.7528323952013359,0.01375718772719842,0.0016447016083459462,0.9974574042983924,0.0008980870737522371,0.4995502167907556
752,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You need to get rid of any negativity that stems from a feeling of inadequacy.,9,15,0.0014554499450974891,0.9787769731958359,0.019767491280838604,0.00127078933703225,0.9976058102608104,0.001123646229913325,0.4994374621562372
753,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","You tend to look younger than you really are, no matter what your age.",9,16,0.0382892585259525,0.9481123596671264,0.013598487220323566,0.0016312053638658196,0.997335176226094,0.0010336573829939134,0.49948232689753685
754,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are very restless.,9,17,0.005920680234624003,0.9351081069915156,0.0589713388475613,0.0012430841151458401,0.997559668862514,0.0011974808172532186,0.4994005145206534
755,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You are very nervous.,9,18,0.003319797772149516,0.98229673404671,0.01438342589568305,0.0014374402413065664,0.9974849909156036,0.0010776464115694689,0.4994604011950347
756,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",you seldom have much weight on you.,9,19,0.9848490529452992,0.013682842201197849,0.0014679819368811587,0.0019849202304557693,0.9971953694835504,0.0008197046798176358,0.4995893325155911
757,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",At times you can be very indecisive.,9,20,0.04698067543375888,0.712986468404357,0.2400329234154933,0.0013871692594799386,0.9975297018810202,0.001083009012080966,0.4994577432270453
758,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",At times you can be very unsure.,9,21,0.006942503924914464,0.5535284609706153,0.4395290241059607,0.001578796043759258,0.9973532479157272,0.0010679439353741807,0.49946518365991704
759,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","If you have the Moon in Cancer, you very easily respond to the emotional environment in which you are placed.",9,22,0.005065648696727375,0.8932171759868351,0.10171707125433638,0.0013578847177861018,0.9975373124577044,0.0011046175093800306,0.49944694015130303
760,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.",You soak up feelings like a sponge.,9,23,0.986058107770222,0.012047235793019846,0.001894647385188695,0.001681532662236313,0.9974207818646542,0.0008976683514149948,0.49955040981601573
761,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","Perhaps this is why you so easily become moody, irritable and inconstant in thought and feeling.",9,24,0.0014429286083842176,0.9971430658766016,0.0014140573247636574,0.0014217995667622566,0.9975287505630172,0.0010492349451455604,0.4994746354514257
762,"Sometimes, though, this can make relationships sour as you often turn your critical eye on the one you love and the things they do.","Learning to control your own moods may be very difficult, yet necessary, for you.",9,25,0.0010631166334348094,0.9953255574560196,0.0036114195183802713,0.0013344233612350505,0.9975891610565576,0.0010762090716430852,0.4994611763340182
